yarn_company_name,n
Owl About Yarn,4
Oxford,5
Oxford Kitchen Yarns,4
Oxonian Fibres,2
Oyster Yarns,3
Oysters and Purls,1
Ozetta Fibers,1
Ozifarmer's Market,18
OÜ Kango Tekstiil,1
PEKA,3
PRS,1
Paca La Alpaca,5
Pacific Meadows Alpacas,2
Pacolet Valley Fiber Company,4
Pages n Purls,1
Pagewood Farm,12
Paintbox Yarns,10
Painted Fleece,2
Painted Skeins,1
Painted Spring Farm Alpacas,3
Painter's Yarn,1
Pajolo Alpacas,1
Pajukannan perinnetila,1
Palaluna,2
Palette Collection,16
Palindrome Knits,2
Palma Fibre,1
Palmer Yarn Company,1
Palouse Yarn Company,6
Pamir Fine Fibers,1
Pan Fran Knit Co,2
Pancake and Lulu,11
Panda (Australia),3
Panda Yarns Canada,2
Pandia's Jewels Hand Dyed Yarn,2
Pandoras StrickTick,1
Panduro,1
Panduro Yarn,1
Panorama Fiber Arts,4
Paper Farm,1
Paper Stories,1
Paper and Yarn,1
Paperphine,1
Papiput Yarn,4
Paradise Fibers,3
Paramount Têxteis,3
Parkour Kitties,1
Pascuali,12
Passioknit,9
Passion Knits Yarn,2
Passioned Flower,1
Pastora The Colour Lady,1
Patagonia Yarns,1
Paternayan,2
Patons Australia,7
Patons North America,6
Patons UK,23
Patricia,2
Patricia Roberts,4
Patte de Velours,8
Paude's Passion,1
Paula & Konsorten,1
PeCore,1
Peace Love & Yarn,3
Peace and Wool,4
Peaceful Pastures Alpaca,1
Peaches & Creme,3
Pear Tree,6
Pebblemill Yarns,1
Pecci Filati,4
Peddlers Pack,1
Peekaboo Yarns,2
Peenvillane Lõng,1
Peepaloo Fields,3
Pegasus,1
Pelote Classique,1
Pelson Vankila,1
Pembroke Farm,1
Pendleton,2
Penelope & Natalia,1
Penelope's Fine Yarns,1
Penny Lane Yarns,3
Pepperell Braiding Company,1
Per Aarskog,1
Per Tryving,5
Perchance To Knit...,2
Perfect Pear,2
Perfect Peds,1
Perfect Retail GmbH,1
Perfetti Matasse a Colori,1
Performance,10
Performance Yarn,2
Perlita,1
Permin,4
Perriam,1
Persimmon Tree Farm,3
Peru 4 Less,1
Peru Naturtex,5
Peruvian Connection,2
Peruvian Link,2
Peruvian Wonders,1
Peter Pan,2
Peterle Wolle,4
Petit Bout de Laine,6
PetrichorYarns,3
Petunia,1
Pflanzenfärberei Kroll,1
PhDYarns,2
Phentex,3
Phildar,27
Phileas Yarns,4
Phoebe & Mercy Yarns,2
Phoenix Dye Works,2
Phydeaux Yarn,8
Pica Pau,2
Pichinku Fibers,3
Pichinku Yarn,1
Pick Up Sticks,2
Picket Fence Fiber Studio,2
Pickle and Co Fibres,1
Pickles,6
Pictured Yarns,1
Piedmont Yarn,3
Pierre-Alexandre Baril Créations,1
Pierrot Yarns,119
Pigeonroof Studios,11
Pigment & Ply,4
Piiku,1
Pilmaiquen,1
Pine & Sparrow Fiber Co.,1
Pine Tree Yarns,2
Pineapple Yarn,1
Pinestar Studio,1
Pink Adobe Dyeworks,1
Pink Carrot Creations,1
Pink Chameleon Hand Dyed Yarn,1
Pink Cottage Yarn,1
Pink Dandelion Yarns,2
Pink Queen Yarns,4
Pink Unicorn,1
Pino,4
Pinori Filati,1
Pipa Yarns,6
PippiKneeSocks,1
Pirate Purl Yarns,2
Piratenwolle,2
Pirkanmaan Kotityö,2
Pirkka Puuvillalanka,1
Pirtin Kehräämö,9
Pixie Knits,7
Pixie Yarn,1
Plaetzsch,2
Plaid Enterprises,1
Plain & Fancy Sheep & Wool Co.,3
Planet Earth Fiber,2
Planetariumfish,1
Plant-Dyed Wool,3
Plassard,28
Play at Life Fiber Arts,7
Playful Day Yarns,1
Plays Well With Colors,1
Please Stand By Yarns,3
Plied Yarns,2
Plies & Hellhounds Yarn,4
Plimoth Plantation,1
Ploome Fiber Arts,1
Plumknit,5
Plymouth Yarn,48
Plystre,1
Polanil,1
PolarKnit,3
Politically Incorrect Fibers,2
Polka Dot Creek,1
Polka Dot Sheep,3
Pollyorange,1
Polo&Co,6
Pomme de Laine,3
PondeRosa,4
Pook Yarns,5
Poppy Yarn and Fibre,9
Poppyfibers,2
Porta Craft,7
Posh Fibers,1
Posh Yarn,16
Positive Ease,2
Potion Yarns,4
Potluck Yarn,2
Potomac View Dyeworks,1
Poundland,1
Poundstretcher,5
Povetkina's Dyeworks (YarnLux),3
Powder Puff Pacas,1
Powerful Yarns,2
Poyeng,2
Pradhan Embroidery Stores,4
Prado de Lana,7
Prado de Lana Sheep Farm,1
Praefatio,2
Prairie Daisy Handspun,1
Prairie Dye Studio,2
Prairie Retreat Farm,1
Prairie School Farms,1
Prairie Spirit Alpacas,3
Prego,1
Premier Yarns,38
Premium Yarn,1
Presencia,9
Prestige Yarns,3
Pretty Knitty,1
"Pretty Punch Shoppettes, Inc.",1
Priadka Handspun Art,1
Prim Peacock,1
Prima Création,1
Prima Lana,1
Primrose Yarn Co.,12
Prince Yarns,2
Princess P | Indie Dyer,4
Prism,8
PrismaFiber,1
Pro Lana,19
Prodigy Yarns,1
Profilo,1
Projet Laine,1
Projo,1
Promotion,1
Propaganda Yarn,3
Propanicus Moon,6
Prosper Yarn,5
Provenance Mill,1
Provo Craft,1
Prunelle Liévaux,1
Pryazha ot VizEll,6
Pucker Brush Farm,1
Puff the Magic Rabbit,1
Puffala,5
Pulse,1
PunkRock Unicorn,1
Punta Yarns,24
Puppets,6
Puppy,24
PurPle Laines,7
Pura Hilados,8
Purafibra,2
Purely Gorgeous,1
Purin,1
Purl Alpaca Designs,3
Purl And Knit Yarns,5
Purl Moon Fibers,1
Purl Pointe Private Label,1
Purl Soho,23
Purl and Ply,1
Purl&Jane,1
Purling Dervish Designs,1
Purls of Yarn,1
Purlsoup Fibers,1
Purly Shell Pirate Dyed,2
Purple & Purls,1
Purple Fleece,1
Purple Goddess Design,1
Purple Lamb,2
Purple Sprouting,4
Puzzle Tree Yarns,3
Pôle Laines,1
Pôles Laines,1
Q-Lana,5
Qing Fibre,14
Qitura Rose,1
Qiviuk Boutique of Alaska,1
Qiviut Inc.,1
Qiviut Online,1
Quadrille Publishing,1
Quaere Fibre,3
Quaint Acres Alpacas,1
Quaint Craft Corner,1
Quaking Maples Farm,2
Queen City Yarn,4
Queen of Purls Hand Dyed,3
Queen's Yarn Boutique,4
Queenie Crochet,4
Queensborough Farm Alpacas,2
Queensland Collection,11
Quenouille et Mousseline,1
Quickstrick,1
Quill & Quiver Fiber,1
Quillin Fiber Arts,6
Quince & Co.,14
Quinnehticut Woolen Co.,1
Quintessence,1
Quixotic Fibers,4
R & M Yarns,1
R & N Brännvall,1
Rabbit Ridge Designs,4
Rabbit Tree Farm,1
Rabbitworks Fibre Studio,2
Rach-Al-Paca,2
Radford Yarns,1
Radiant Twist,3
Radiant Yarnworks,14
Raeslace,1
Raffaele Vitolo,1
RaggZ Fiber Art,2
Rain's Obsessive Stitchery,5
RainCity Fiber Arts,4
RainCityKnits ☂,5
RainboWool,1
Rainbow,1
Rainbow Bird,2
Rainbow Fleece Farm,1
Rainbow Heirloom,6
Rainbow Mills,5
Rainbow Peak Yarns,2
Rainbow Wools,3
Rainbow Yarns,1
Rainbows and Ringlets,2
Raincloud & Sage,4
Raindrop Yarns,1
Rainey Creek Fiber,1
Rainshadow Fibers,3
Rainwater Fibers,1
Rainy Day Yarns,1
Ram,1
Rambler's Way,2
Rambling Rose Yarns,1
Ramsey Yarn Co.,1
Ranch of the Oaks,5
RappelBobbel,2
Raspberry Dye Works,1
Rauma,16
Raumer S.p.A,1
Rauwerk,4
Raveling Rose,1
Raven Fiber Arts,1
Raven Frog Fibers,3
Raven Ridge Fiber Arts,2
RavensWood Fibre Co.,1
Raventwist,5
Ravenwood Cashmere,1
Raxor Yarns & Fibres,1
RazzyTazzyKnits,1
ReBelle,3
ReSkein,3
Reaction Dyeworks,1
"Real Indigo Co, UK",1
Real Quality,2
Rebecca Pick,2
Rebel Purl,1
Rebel Yarn,1
Record,2
Red Barn Farm,1
Red Barn Yarn,3
Red Bird Knits,1
Red Corset Designs,1
Red Dog Wool,1
Red Door Fibre Studio,2
Red Fox Fibres,1
Red Head Fibers,1
Red Heart,51
Red Riding Hood Yarns,14
Red Rocks Fiber Works,5
Red Rosa Alpacas,1
Red Sock Blue Sock Yarn,3
Red Stag Fibre®,6
Red Umbrella Yarn,2
RedFish Dyeworks,4
Reflections at Roclans,1
Regenbogenwolle,1
Regensburger Ötztaler Schafwollzentrum,2
Reina,1
Rellana Garne,29
Rema 1000,1
Remateks,1
Renaissance Dyeing,8
Rendez-vous,1
Rendezvous,5
Republic of Wool,1
Republica Unicornia,3
Res Naturae Yarns,2
Retold Yarns,1
Retro Baby,4
Retrosaria,19
Revesderecho,15
Reywa Fibers,2
Rhapsody Fiber Arts,3
Rhapsody in Hue,1
Rhapsodye Yarns,2
RhythmKnits,1
Rhönschafladen GbR,1
Rial SNC,7
RichMore,9
Richard Simon,1
Richard Wernekinck,2
Ricignolo 1928,2
Rico Design,44
Ridgevale Wool,1
Rieger Betten,3
Riesaer Betten,3
Right Side Yarns,2
Riihivilla,4
Riikka-Piikan,1
Ring of Fiber,1
Ring of Fiber Handspun,1
Ring-a-Rosie,4
Rintalan Tila,5
Rio Grande,5
Ripples Crafts Hand Dyed Yarns,9
Risata,1
Risby Flock,1
Rising International,1
Rising Meadow Farm,1
Rising Tide Fiber Co.,5
Rita Mae Yarns,4
Ritual Dyes,6
River's Edge Fiber Arts,2
RiverKnits,8
Riverside Studio,10
Riverslea Farm,2
Riverstone Yarns,3
Roberta di Camerino,1
Roberts Arts & Crafts,1
Robin,15
Robin J. Edmundson,3
Robin Pascal,1
Robin Turner,4
Robin's Promise Yarn Co.,3
Robincat Yarns,3
Robosheep Yarns,1
Roby,1
Rock Creek Yarn,4
Rock and String Creations,4
Rock the Wool,1
RockTheWool,1
Rocket Yarn,1
Rocking the Wool,2
Rocksheep,2
Rocky Mountain Dyeworks,7
Roe of Purls,1
Rofil Wool Yarn Company,1
Rohrspatz & Wollmeise,6
Roll up the Sheep,1
Roman Hills,2
Romanofir S.A.,2
Romney Marsh Wools,5
Romney Ridge Farm Yarn Co.,3
Romni Wools,8
Rondo,1
Rooster,4
Roots & Rain Yarns,5
Rosa,1
Rosapanda,4
Rosas Crafts,14
Rose Hill Yarn,1
Rose Hip Island,6
RoseSpring Farm,1
Rosecolor,1
Rosedean Ryelands,2
Rosemary & Pines Fiber Arts,2
Rosewood Farms,1
Rosewood Wool,3
Rosie's Moments,5
Ross Farm Fibers,11
Rossmann,1
Rosy Green Wool,5
RosyGarn,2
RosyRetro,1
Rosários 4,30
Rot & Weiß 阿紅與阿雪,1
Round Mountain Fibers,6
Roundaboutyarn,1
Roving Acres,1
Roving Winds Farm,2
Rovings,2
Rowan,21
Rowan & Raven Yarn,2
Rowan Mills,1
Rows & Roses,1
Roxy Fibres,1
Royal Fiber Spinnery,4
Royale Hare,8
Royd Moor Yarns,3
Roz Houseknecht Handweaving,1
Rozetti Yarns,2
Ruataniwha Dye Studio,7
Rubus,3
Ruby Sapphire Yarns,3
Ruby and Roses,1
Ruby and the Yarn Co.,2
Rui Knits,1
Runakay Alpaca,1
Running Wild Farm,1
Ruppert Garne,5
Ruskanlehti,5
Rusta,6
Rusty Ferret,3
Rusty Rocks Farm Alpacas,1
Ruukin Kehräämö,1
Ruukin Kehräämö ja Puoti,1
Ruzicka,1
Rva Silmusolmu,2
Ryan Yarn,2
Ryan Yarn Co.,1
Ryberry Yarns,3
Rêves Pastel,5
Rössler Garn GmbH,1
S & S Camelid Co.,1
S Twist Wool,7
S&S Worldwide,1
SDS s.r.o.,1
SFUMATURE by Teresa Colantonio,1
SHOKAY,1
SIŪLAS,4
SKEINO,7
SKIF International,1
SKeW,2
SOLsilke,3
STRANDavarious,4
SUNTQ,1
Saco River Dyehouse,2
Safira,1
Sajnóg,1
Salish Sea Yarn Co,1
Sally Ridgway,2
Saltwater Yarns,3
Salva a Lã Portuguesa,1
Samelin Dyeworks,5
Samsung Textiles,1
Samurai Knitter,2
San Juan Woolworks,1
Sand in my Stitches,1
SandCoast Skeinery,2
Sandilane,7
Sandnes Garn,25
Sandpiper Yarns,2
Sandrasingh.com Yarn,3
Sandstone Ranch,1
Sandy's Handspun,1
Sanjo Silk,2
Sanli,1
Sanne Fjalland Knit-Wear,1
Sannsticks,2
Sapphires-n-Purls,1
Sara's Texture Crafts,3
Sarah Brown Design,3
Sarah Dyed,2
Sarah Elizabeth Fibre Works,1
Sarah's Yarns,5
Saredo -されど-,2
Sari,1
Sarlag,3
Sartell Farm,1
Saskapaca,1
Sassy Black Yarns,1
Sassy Strings Yarn Studio,1
Savage Hart Farm,1
Savannah Breeze Alpacas,1
Savvy Skeins,3
SavvyMinx,1
Sawtooth Fibers,1
ScandinaviU,3
Scandinavian Hand Dyed,1
Scandinavian Weave and Knit,4
Scanfil,1
Scarlet Fleece,2
Schaap & Draak,3
Schaapjeswol,2
Schachenmayr,49
Schachenmayr SMC,3
Schachenmayr select,2
Schafenfreude Fibers,1
Schaffhauser Wolle,3
Schafwollspinnerei Höfer GmbH,2
Schapekop,1
Scheepjes,35
Schefer's,2
Schewe,18
Schibot Garne,1
Schlosspartie Wolldesign,1
Schmusewolle,11
Schmutzerella Yarns,6
Schoeller+Stahl,22
School Products,14
Schoolhouse Press,4
Schoppel-Wolle,38
Schulana,24
Schwedenrot Yarns,5
Schönbuch,3
Schönfärberei,1
ScienceMonkey Fibers,1
ScreamingColours,1
Scruffy Dog Yarn,2
Scrumptiouspurl,1
Sea Change Fibers by The Dye Project,8
Sea Side Fiber Arts,1
Sea Star Handpaints,1
Sea Turtle Fiber Arts,6
Seacoast Handpainted,1
Seagull,2
Sealy MacWheely,1
Seam,33
Sean Sheep,8
Seattle Sky Dyeworks,1
Seawall Fibres,3
Secret Stash Sock Yarn,2
See Jayne Knit,5
SeeMe,1
Seehawer & Siebert,11
Seidenhase,2
Seidenwerkstatt,1
Seismic Yarn & Dyeworks,10
Selah,13
Selanusa,3
Selbu Spinneri,4
Semco,1
Sempati,1
Sephyra,1
"Seppälän Lammastila, Miehikkälä",1
Sequoia Dyeworks,2
SeraCraft,3
Serafina*,4
Seraphita,1
Serendipidye,3
Serendipitous Wool Company,4
Serendipity in South America,1
Serenity Sheep Farm Stay,1
Serenity Stitches,1
Serenknitty,1
Sericin Silkworks,2
Sesia,36
Seven Days,1
Seven Oaks Ranch,1
Seven Sisters Arts,7
Sew Happy Jane,6
Sewing Box,1
Sewrella Yarn,7
Sfer,1
Sha Sha,1
Shades of Light,1
Shady Haven's Fiber Designs,1
Shadyside Farm Studio,5
Shaggy Bear Farms,1
Shaina Bilow Designs,1
Shaker Yarn,1
Shaky K Fibers,4
Shalimar Yarns,1
Shall We Knit?,1
Shameless Twist,2
Shamrock Yarns,1
Shangri-La Crafts,1
Shani wool,3
Shasta Daisy Knits,3
Shayla's Stitchery,1
Sheared Bliss Fibers,1
Sheena Anne,1
Sheep Dreamery,4
Sheep Graffiti,2
Sheep Thrills,2
Sheep Yarns,1
Sheep of a Different Color,2
Sheep on Mars,1
Sheepfold,5
Sheepish Grin Knit Company,3
Sheepish Yarn Co,1
Sheepland,3
Sheepspot,6
Sheepwrecked in Bermuda,1
Sheepy Eyed Knitterie,1
Sheepy Time Knits,10
Sheepy Valley,1
Sheikh,1
Shelby B's Designs,1
Shelridge Yarns,6
"Shenanigans Yarn, inc.",1
Shepard's Wool,1
Shepherd,4
Shepherd's Cross,1
Shepherd's Lamb,3
Shepherdess Australia,2
Sherwood Yarn,2
Shetland Organics,2
Shetland Sheep Wool Company,1
Shibui Knits,1
Shilasdair,2
"Shilpa from Bengal Industries, India",1
Shinyyy,1
Shipwrecked Sheep,4
Shirley Brian Yarns,7
Shirsty Cat Designs,5
Shishang Wool,1
Shivaya,1
Shorn Fibers,3
Show Me Yarn,3
Shuford Yarns LLC,1
Shunklies,2
Shutters and Shuttles,1
Shuttles & Needles,2
Shy Violet,4
Si,1
Sidispinnt,6
Sierra Pacific Crafts,14
SierraYarn,1
Signatur Handknits,1
Silk City Fibers,10
Silk Knitting Yarn,1
Silk Tree,1
Silke by Arvier,13
Silkindian,17
Silkworm Studios,3
Silver Cloud Farms,1
Silver Creek Yarns,2
Silver Oak Farm,1
Silver Rose Ranch,1
Silver Threads & Golden Needles,2
Silver Tree Yarns,1
Simple Hill Farm,1
Simply Socks Yarn Company,3
Simply Twisted Yarn,1
Sin City Yarn,3
Sincere Sheep,17
Single Twist,1
Sinister Yarns,2
Siobhanscrafts,1
Sionnach Yarns,2
Sirdar,38
Siren Fiber Arts,1
Sirri,4
Sirritogv,1
Sister Ananse Yarn,3
Sisu Designs Hand Dyed,1
Six Dutchess Farm,1
Six Swans,1
Six and Seven Fiber,5
Sjöalyckans,2
Sjølingstad Uldvarefabrik,1
Skaska Designs,3
Skein,7
Skein Heroine,2
Skein Lane Studio 101,1
Skein Queen,12
Skein Study,2
Skein or Shine,3
Skeincocaine,6
Skeindalous,3
Skeinny Dipping,5
Skeins,2
Skeins in the Stacks,2
Skeinz,32
Ski Yarn,10
Skileyknits Fiber Arts,1
SkillfullyTangled Yarn,2
Skimikin Studios,1
Skudderia,8
Slam Fiber Co.,2
Slavica Yarns,1
Sleep Season Goods,4
Sleeping Cat Designs,1
Sleeping Dragon,3
Sliver Moon Farm,11
Slonim Worsted Spinning Mill,1
Slot Breimode,1
Smash Knits,3
Smile,1
Smith KREKK Alpacas,1
Smokey Hollow Yarns,1
Smoky Mountain Fibers,1
Smudge Yarns,1
Snaeldan,2
SnailYarn,6
Snallygaster Fibers,4
Sneaky Pig Yarns,1
Snerb Yarn & Fiber Studio,1
Snicklefritz Yarns,1
Snow Capped Yarns,3
Snow Leopard Trust,2
Snow Star Farm,1
Snowberry & Lime,1
Snowfield Alpacas,1
Snowshoe Farm,1
Snug as a Bug in a Rug,1
Snuggly Stars Yarns,1
So Crafty,11
Soaked String,1
Soc una Troca!!!,5
SockBunny Studios,2
SockObsession Yarns,6
Socknrolla,3
Sockwave,1
Sodudette,1
Soft Feather International,5
Soft Like Kittens,3
Soft Rainbow Yarns,1
SoftnShiny,2
Sogei 創芸,2
Soho,1
Sol Alpaca,2
Solar Flair Fibres,4
Solberg Garn,4
Solkustens Spinnverkstad,4
Solstice Yarns,18
Somborne Shetlands,1
Some Assembly Required,1
Somerset Design Collection,2
Somerstash Yarns,1
Sommer Wolle,3
Sonas,1
Sonder Yarn Co.,1
Sonder Yarns,2
Songbird Yarn & Fibres,2
Sonoran Desert Dyed Fibers,1
Soobelle Yarn,4
Sophie's Toes,3
Sosae Caetano Fiber Arts,2
Soul Wool,2
South Downs Yarn,3
South Fork Farms,1
South Maid,1
South West Trading Company,4
South Wool Company,2
Southern Skeins,2
Southwest Spectrum,3
Soven d.o.o.,1
Sowo4you,1
SpaceCadet,9
Spacefrog,1
Spar Kjøp,4
Spargur Yarn Co.,1
Spark Story,3
Spartickes Dyes,1
Species,1
Speckled Finch Studios,4
Spectra,1
Spectrum Fibre,4
Spectrum Yarns Ltd,2
Speedyneedle,1
Spellbound Fiber Co.,1
Spencer Hill Naturally Dyed Yarn,3
Spiffy Knits,1
Spinaway Farm,1
Spincycle Yarns,8
Spindelicious Yarn and Wool Works,2
Spinderella,1
Spindle Cat Studio,1
Spindle Warps Yarns,2
Spindle Yarns,3
Spindlefrog,1
Spindrift Crafts,1
Spingodin,1
Spinnerette Fibers,1
Spinning Bunny,1
Spinning Colors,3
Spinning Flock Farm,1
Spinning Mule Fibers,1
Spinning Yarns Weaving Tales,2
Spinning a Yarn,1
SpinningFates,5
Spinnwebstube Yarn,7
Spinrite,4
Spirit Trail Fiberworks,9
SpiritSong Studio,1
Spirited Fibers,1
Splash of Color Yarns,1
Sporfarm,1
Spotlight,7
Spotted Circus,1
Spotted Ewe Fibers,2
Sprightly Yarns,3
Spring Gate Farm,2
Springtide Farm,3
Springtree Road,3
Springvalley Yarns by Alabama Fiber Dreams,3
Spritely Goods,5
Spritely Yarn,1
"Spruce Dragon, LLC",2
Spun Fiber Co,2
Spun Fibre Arts,1
Spun Right Round,4
Spunky Eclectic,20
Spøtegarn,1
Squeaky Elliot,6
Squeeful Yarns,4
Squiggle Yarn Co,1
Squirrel's Yarns,6
SquishyMcDo,2
Squoosh Fiberarts,9
Srt.Yarn,1
St. George,3
St. Seraphina Knits,2
Stacy Charles Fine Yarns,5
Stained Skeins,1
Stansborough Fibres,3
Star Fiber Studio,2
Starbright Muse Fibers,4
Starbug Knits,1
Starcroft,3
Stardust Fiber Studio,4
Stash Up Yarns,3
Steam Valley Fiber,2
Steel City Fiber Collective,1
StefisWolle,1
Steinbach Wolle,18
Stella Ackroyd,1
Stellar Fibreworks,4
Stenliyarn,10
Stentorp,1
Stepping Stone Farm Alpacas,1
Sterling Ridge Studio,5
Sternenstaub,5
Stewart Yarns,4
Stick Chick Designs,4
Sticks & Cups,2
Sticky Peas,2
Still River Mill,1
Stimpylab,4
Stitch & Story,4
Stitch Abeille,1
Stitch Diva Studios,2
Stitch Mischief,2
Stitch Noir,1
Stitch Party,1
Stitch Please Yarns,4
Stitch Sisterz,4
Stitch Solihull,2
Stitch Studio by Nicole,26
Stitch Stuff Yarn,2
Stitch Together,8
Stitches Under the Sun,4
Stitching for Sanity Handspun,2
Stitchjones,8
Stix Yarn & Fibre,1
Stockholm Woolery,1
Stof 2000,1
Stolen Stitches,2
Stone And String,1
Stone Barn Fibers | Gypsy Girl Creations,3
Stone Edge Fibers,1
Stone Soup Fibers,2
Stone Wool,5
Stonehedge Fiber Mill,8
Stony Mountain Fibers,1
Stoorstålka,2
Storex,1
Storied Yarns,4
Storm in the Attic,3
Storyteller,3
Stowe Fabric & Yarn,1
Stranded Dyeworks,5
Stranded In Oz,16
Strathearn Fleece & Fibre,1
Strawberry Fields Yarns,1
Strengels,3
Stress Knits,4
Strick Dich Glücklich,2
Strick mit Kick,3
Strickeldi Strackeldi Struck,1
Stricken Smitten,2
Strickfuchs,1
Strickjulchen,1
Stricklilly's Bunte Wolle,2
Strickness,1
Strickwear,1
Strictly Hand Dyed,1
Strikk,1
Strikkeboden,2
Strikkefeber,1
String Theory Colorworks,3
String Yarns NYC,7
Striped Stitches,1
Strung Out Yarns,1
Studio Avenue Six,3
Studio Donegal,7
Studio June Yarn,11
Studio Meez,4
Studio North,1
Studio Tricot,2
Studioloo,1
Stunning String Studio,12
Stylecraft,31
Stäkets Hantverk & Design,4
Subculture Yarn,5
Subito Farm,1
Sublime Yarns,4
Suburban Stitcher,4
Succulent Fiber,3
Sue Ryder,1
Sugar Bunny Boulevard,4
Sugar Hippo,1
Sugar River Llamas,1
SugarBubbie,8
Sugarloaf Alpaca Company,1
Sugarplum Circus,6
Sulky,2
Sullivans,10
Summer Camp Fibers,3
Summit Rd. Fibers,4
Sumykamvol,1
Sun Valley Fibers,4
SunCrest Orchard Alpacas,1
Sundance Yarns (Herrschner's),7
Sundance Yarns Hand Dyed,1
Sundara Yarn,5
Sunday Fibre Co.,4
Sunday Knits,5
Sundial Design,1
Sunny Day Fiber,1
Sunnyside Ellen,3
Sunrays Creations,6
Sunrise Alpacas,1
Sunrise Fiber Co.,11
Sunset Stitches,3
Sunshine Fibers,1
Sunshine State Yarns by Laurel Run Alpacas,1
Sunshine Yarns,11
Sunsoaked Yarns,2
Sunwest Handspun Yarns,1
Suomen Lanka Oy,2
Supa Yarn,2
Super Fine Yarn Co.,1
Super Knits,1
Super Squirrel Designs,3
Super Stitchy,2
SuperGarne,27
Supercraftygirl,1
Superfine Wool Australia,2
Superfine Yarn Co.,2
Superkit,1
Supernatural Yarns,8
Supernova Dyeworks,2
Supernova Studio AU,2
Sur la Rive Côté Laine,1
Susan Andrew Collection,1
Susan Crawford Vintage,4
Susanne's House of Wool,1
Susquehanna Knitting Company,2
Suzie Horne,1
Suzy the Shepherdess,3
Svarta Fåret,10
Swaledale,1
Swamp Bunny Fiber + Goods,1
Swan Hollow Studio,1
Swans Island,11
Sweaterkits,7
Sweatermaker Yarns,7
Swedish Girl Hand Dyes,3
Sweet Annie Yarns,1
Sweet Breeze Yarns,2
Sweet Clement,3
Sweet Crochet,1
Sweet Fiber Yarns,13
Sweet Grass Wool,4
Sweet Knitted Bottoms,1
Sweet Paprika Designs,11
Sweet Pea Friends,1
Sweet Sheep,2
Sweet Skein O'Mine,1
Sweet Sparrow Yarns,4
Sweet Surrender,1
Sweet T Knits,1
Sweet Tree Hill Farm,2
SweetGeorgia Yarns,6
Sweitzer's Fiber Mill,5
Swift Fiber Studio,1
Swift Yarns,5
Swish Yarns by CraftyWoolYarns,1
Swiss Mountain Silk,1
Switzer Land Farm,1
Swoon Fibers,9
Swoonish,1
Sydney score line,1
Sylvan Tiger Yarn,4
Syn-Fil,1
Sysleriget,2
Systrabönd - Handlitun,1
Säie Wool,1
Søstrene Grene,3
T & H Fiber Works,1
T3 Weavers,1
THE FIBER IMP,3
TJ Morris Ltd,2
TJOCKT,4
TLS,1
TM Imports,1
TMA Yarns,1
TOFT,5
TQF,1
TRS Trading Group,3
TSCArtyarns,3
Tabby Cat Fibre Arts,6
Tactile Fiber Arts Studio,9
TactileDactyl Textile Shop,1
TaddieBeeKnitting,1
Tahki Yarns,8
Taiga Luxury,7
Tailored Strands,6
Taito Itä-Suomi,1
Taito Pirkanmaa,3
Tale & Tendril,5
Tale Spun Yarns,1
Tall Polish Girl,1
Tall Yarns,2
Tamarack Farm Sheep & Wool,2
Tamarack Hill Farm,1
Tamayura Yarn,1
Tamiwicolors,2
Tamm,5
Tanana Yarns,3
Tangle and Stash,4
Tangled Yarns,5
Tanis Fiber Arts,6
Tansy Yarn Company,1
Tant Hulda,2
Tant Kofta,6
Tant Thea,2
Tante Grøn,5
Tarekices,1
Target,3
Tarndie,2
Tarndwarncoort (Tarndie),6
Tasche Fiberarts,1
Tashagem,2
Tatrawool,1
Tausendschön,8
Tawny,2
Taylored Fibers,6
Te Awa Wools,4
TeDdY's Wool,15
Teal Torch Knits,1
Teddy,17
Tedi Handmade with Love,11
Tedman & Kvist,3
Teenybutton Studio,5
Tehete,2
Teinturlurée,5
Tejeritas,1
Tejo lo Que Hilo,7
Tek-Tek,1
Teksrena,1
Tekstiiliteollisuus Oy,2
Tell Tale Yarn Company,3
Telling Yarns,1
Tempestry Project,1
Tempted Hand Painted,6
Tempting Ewe Yarns,1
Ten Talents Pepper's Promise Natural Yarns,1
Teoriya,7
Teresa Ruch Designs,5
Terilyn Needleart,2
Terra  Fiber,1
Terrapin Fiberworks,1
Terroir Laine,7
Tess Dawson,7
Tess' Designer Yarns,14
Tessan,1
Tessiland,2
Teteks,1
Teton Yarn Company,2
Texas Dyed Wool,3
Texas in My Hands,1
Texelana,1
Texelse Schapenwol,4
Texin,1
Textil Andino,1
Textil-garn,1
Textile Traders,1
Textiles A Mano,8
Textiles de la Marque,12
Textura Trading Company,1
Th'Red Head Designs,1
Thank Ewe,2
That Yarn Habit,2
The 24 Mile Hollow Yarn Co.,1
The Alpaca Yarn Co.,5
The Art of Crochet,1
The Art of Knitting,1
The Artful Ewe,6
The Asylum For Wayward Yarn,5
The Australian Wool Store,6
The Aylesford Flock,1
The Backcountry Knitter,3
The BagSmith®,2
The Birlinn Yarn Company,2
The Black Lamb,4
The Black Purls Yarn Shop,1
The Black Squirrel,1
The Blue Brick,2
The Bold Stitcher,2
The Border Mill,3
The CATT Lady,1
The Cat's Pajamas,3
The Cauldron's Path,9
The Clever Cat Knits,2
The Color Spryte,4
The Color Wheel,2
The Coloured Cat,3
The Copper Corgi Fiber Studio,4
The Cotton Garden,3
The Cozy Knitter,1
The Creative Obsession,1
