yarn_company_name,n
Il de France,1
Ilaria,3
Ilauke,1
Illaria,26
Illimani Yarn,13
Illinois Green Pastures Collection,1
Illoominated Yarns,5
Iloyarn,4
Ilse Wolle,12
Imagiknit,4
Imagilanas,4
Imagine,3
Imperial Yarn,11
Impex,1
Impulse of Delight,20
In Dyer Straits,1
In The Deep Hue Sea,12
In the Wool Shed,2
Inaya,7
Inbalit,14
Inca,3
Inca Gold,2
Inca Tops,30
Inclusio,1
Incomfio,1
Independence Street,8
Independence Wool,5
IndianSilkShop,2
Indie Belle,8
Indie Undyed,1
Indie Yarn Club,2
Indiecita,8
Indigo Boulevards,1
Indigo Guinea,2
Indigo Kitty Knits,1
Indigo Moon,16
Indigodragonfly,55
Indira Thread,1
Indoluna Yarn,2
Indovon,1
Industria Italiana Filati,4
Industrial Yarns Pty Ltd,2
Ines Cabannes,2
Infiknit,11
Infinite Twist,4
Infinity Hearts,8
Infinity.Design,5
Infitex,8
Ingeborg Michels Gernsbach,5
Ingelise,2
Inglenook Fibers,1
Inis Wollerei,2
Inka Sign,1
Inked Knits,1
Inked Sheep Fibers,6
Inked Wool,2
Inky Fingers Yarn,1
Inlerah Fiber Arts,1
Inner Loop Dyeworks,8
Inner Mongolia,3
Inner Yarn Zen,14
Innovation,1
Innuendo Fibers,8
Insouciant Fibers,3
Inspiration Dyeworks,5
Inspire a Mind | IAM,2
Inspired Fiberworx,5
Insubordiknit,6
Inter-Fox,11
InterAmerica Group,7
Intercontinental Yarns,1
Interlacements,5
Interloop Company,1
Inti Alpaca,1
Into The Whirled,43
Into the Void Fiber Worx,1
Into the Warren,1
Intrepid Otter,8
Intrepid Tulips,5
Invictus Yarns,29
Inwollviert,2
Inwool,2
Iolair Yarn,3
Iona Wool,4
Iria Yarn Company,5
Iridaceae Colorworks,1
Iris,5
Irish Artisan Yarn,7
Irish Fairytale Yarns,12
Irish Girl Crafts,3
Irish Meadows,4
Irish Yarns and Crafts,1
Iriss of Penzance,1
"Irmãos Martins, Lda.",7
Iron Dragon,3
Iron Horse Fiber Art,11
Iron Water Ranch,1
Iron Wheel Farms,5
IronNGold Yarn Works,1
Ironstone,43
Ironwood Hill Farm Studios,2
Isaar Wolle,4
Isabel Margarita Pérez,6
Isabella Dulce Hogar,1
Isager Yarn,20
Isis Fibre Arts,6
Island Alpaca of Martha's Vineyard,1
Island Fibers,7
Island Stitches,2
Island Yarn,22
Island sweet fibre arts,1
Isle Yarns,3
Isle of Auskerry,3
Ispie,1
It's All About Ewe,5
It's a Colorful Life,3
It's a Stitch Up,8
Ital Spain Enterprises Ltd.,4
Italana,1
Italana GmbH,1
Italgamma Filati Fantasia,15
Italian Creation,3
Itav Handelsgesellschaft mbH,2
Itessa,7
Itobatake,1
Itsyarn,2
Ivy & Autumn,3
Ivy Brambles,13
Ivy Fiber Co.,4
Ixchel,25
Ixia Filati Pregiati,11
Izzy Knits (from MMFiberCrafts),1
Izzy Lane,1
J & H Clasgens,1
J & M Dyers,2
J C Penney,1
J C Rennie,12
J Irby Designs,1
J'adore Fibers,4
J-yarn,1
J. Sagar,7
JAL,1
JAYD,1
JB Creations,1
JES Collection,30
JJ's Specialty Yarns,2
JK Swatches,2
JL Yarn,9
JMR Studios,2
JPM BDV,1
"Ja, Wol",1
JaWolle,1
Jaanan Lankapaja,8
Jabberwocky Farm,4
Jacdor,1
Jackalope Fibers,1
Jackson Yarn Co.,1
Jade Sapphire,19
Jadzeea's,1
Jag's Funky Fibers,1
Jager Farm Icelandics,3
JaggerSpun,18
Jalovilla,6
Jam Jar Yarns,1
James C. Brett,66
James Makes Yarn,1
Jamie Harmon,4
Jamieson & Smith,12
Jamieson's of Shetland,9
Jan Marek Raczkowski Studio,6
Jane Stafford Textiles,19
Janet Stollnitz Silver Spring Looms,5
Jarob Farm,1
Jarol,26
Jawbreaker Yarns,4
Jaybeenee's Studio,1
Jazz Handz,2
Jazzturtle Creations,7
Je Laine Yarns,3
Jean Yarn,1
Jeanet Koek,1
Jefferson Farms Natural Fibers,1
Jefferson Yarns,1
Jela's Fibers,1
JelliebeanYarns,6
JellybeansYarns,7
Jellyfish Barn,1
Jellyfish Knits,6
Jemark,2
Jems Luxe Fibers,9
Jen's Dream Yarn,2
Jenn Sheelen,3
Jennmark Alpacas,4
Jenny,16
Jenny Cook,6
Jenny Watson,4
JennyMade (Formerly Divine Bird),4
Jenspun,1
Jeny Originals,2
JerryLee Farms,2
Jessica Knits,1
Jessica's Creations,1
Jester Farm,1
Jetfil SpA,1
Jewelry Essentials,1
"Jiangsu Jiangyin Hongdou Wool Spinning Co., Ltd.",1
Jill Draper Makes Stuff,17
Jilly & Kiddles,6
Jimmy Beans Wool,1
Jimmy Riddles,3
Jimtex Yarns,1
Jindeli Wool,1
Jo Sharp,11
Jo Storie Hand Knits,2
Jo-Ann Stores,1
Jo.Knit.Sew,7
Joanie Unravelled,2
Joaninha,1
Joanna Wood Paint,5
Jody Long,11
Johanna's Garn,1
Johanneksen pellava,1
John Arbon Textiles,24
John Lewis,13
John Q,14
Johnstons of Elgin,2
Johs Garn Denmark,1
Joji,4
Jojoland,17
Jokamamo Textiles,9
Jolly Jumbuck,23
Jomelle Yarns,1
Jomil,1
Jonelle,2
Jones & Vandermeer,4
Jord Clothing,2
Jorstad Creek,31
Jorun Garn,1
Joruns,1
Joslyn's Fiber Farm,20
Joven OÜ,1
Joy of Life,5
Joy to the Wool,1
Joya Fibers,1
Joyance Fibre Arts,2
Joyful Spirit Yarns,2
JoyinRugging,1
JuBe,1
Jubilee Yarn,15
Judi & Co.,11
Judith M. Herz,1
Judy Pryce Fiber Arts,1
Judy's Novelty Wool,1
Juey,1
Juggernaut Designs,1
Juicebox Yarns,1
Juleczkownia Yarn,1
Juli,1
Julianna's,3
Julie Asselin,22
Julie Hoover,1
JulieSpins,76
Julija,4
Jumbo,2
JumpSheep,1
Junction Fiber Mill,1
June Cashmere,2
June Pryce Fiber Arts,6
JuneBug Fibers,3
Junghans Wolle,57
Juniper Moon Farm,49
Junkyarn,11
Juno Garn,1
Just Because Yarns,1
Just Jussi,2
Just One Skein,1
Just Our Yarn,10
Just Yarn,1
Just a Girl and Her Dog Yarns,6
Justaby,3
JustifiablyJulia,2
Jämsän Huopatehdas,6
Järbo,39
K+C | Knit and Crochet,5
K-Zip Knits,10
K3TOG Hand Dyed Yarn,2
KAOS Yarn,6
KDD & Co (Kate Davies Designs),3
KDR,1
KFS,3
KH Tekstil Design,1
KING DO WAY,1
KJ Strik,1
KNIT KNIT,1
KNITLOOP,5
KNITZNPURLZ,1
KOKUYO,1
KPC Yarn,13
KS Fiber Arts,3
KT and the Squid,6
KUAS Yarns,2
KVG Woolworks,8
Kaalund Yarns,8
Kaarama Lankastudio,7
Kade Loving Wood and Wool,3
Kaia Lanas,2
Kaijuu Fibers,5
Kairanga Handcrafts,1
Kaitamäen lampola,1
Kakapo Creations,1
KaktusGarn,1
Kaleidoscope City,2
Kaleidoscope Dyeworks,3
Kaleidoscope Hand Dyed Yarns,2
Kallmyra mohair,1
Kalok Shek Ellen,1
Kalos,1
Kaloula Yarn,1
Kama Suutra Fiber Arts,13
Kamalaine,2
Kampes,12
Kamteks,46
Kamvol,2
Kanagawa,1
Kanebo,9
Kangaroo,7
Kangaroo Dyer,10
Kangerlussuaq Tourism A/S,1
Kanzawa かんざわ株式会社,2
Karabella Yarns,67
Karachayevskiy trikotazh,2
Karberry Farm,1
Karen Klarbæk,2
Karen Noe Design,20
Karen's Heavenly Creations,2
Karen's Kolorways,4
Karin Oberg,3
Karlsen Import,2
Karmin,1
Karo's Fadenreich,1
Karoa Fibres,4
Karoo Moon,2
Kartopu,65
Kaschka Originale,5
Kasha's Knits,1
Kashmina,1
Kashmir Collection,1
Kat's Kettle,3
Kate Selene,4
Kate Sin Design,3
Kate Wright Designs,1
Kathee Nelson Art Yarn,8
Kathienchen Yarns,13
Kathryn Alexander Designs,2
Kathy's Knits,2
Kathys Fibres,12
Katia,427
KatiaGreen,2
Kato Yarn Company,1
Katre,1
Katsara Luxury Yarns,11
Kattikloo Fiber Studio,9
Katylana,2
Kaufhof,1
Kaufhof AG,1
Kaufland Warenhandel,2
Kauni,6
Kaupunkilanka,13
Kaya Yarn,4
Kayrine HandMades,3
Keegan Lane Yarns,6
Keenan Hand Dyed Yarn,5
Keep & Share,1
Keep Me in Stitches,2
Keepinknitreal Handpaints,2
Keepsake Fibre Co.,2
Keesi,16
Kehrä,1
Kehrätär,1
Kehräämö Christina,1
Keito,1
Keito Soko  毛糸創庫 Camel,12
Keito-Zakka Stores,126
Kelbourne Woolens,9
Kelli in the Middle,1
Kelly Casanova,2
Kelpie Fibers,12
Kelson Goods,1
Kensington Prairie Farm,6
Kentucky Blue Fiber Company,2
Kenyarn,8
Kenzie's Kozies,2
Kernow Designs,1
Kerry Woollen Mills,3
Keryl's Crafts,1
Keten Tekstil,2
Kettle Dyed Yarns,13
Kettle Yarn Co.,14
Kettu Yarns,25
Keystone Art & Craft,2
KiK Textilien,11
KicsiKato Yarns,19
Kid,4
Kid Hollow Farm,3
Kid-Dyes by Niels,1
Kids,1
Kieler Wolle,4
Kierti,1
Kiez Garn,8
Kilafors,6
Kilnwood Alpacas,1
Kim Dyes Yarn,32
Kimarie's Knit Knacks,3
Kimber's Cozy Creations,3
KimiK,2
Kimmet Croft Fibers,5
Kindred Red,8
Kindred Spirits,1
Kindred Spirits Yarn,5
Kindred Threads,2
Kindred Yarn & Design,5
Kinfolk Yarn and Fibre,9
King Cole,187
Kingcraig,27
Kingdom Fleece & Fiberworks,5
Kingdom Works,1
Kingfishersblue,1
KinkedandTwisted,1
Kinna textil,5
Kinsman Yarn Co.,1
Kinsyo,22
Kinsyou,1
Kiparoo Farm,13
Kirbywirby Hand Dyed Yarns,16
Kirkton House,18
Kirky Yarns,2
Kirov Yarn Mills,22
Kismet Fiber Works,1
Kismet Yarns,21
Kit Couture,10
KitchKnits Handyed,3
Kitchensock Pia Oppenheimer Wolfratshausen,2
Kitterly,1
Kitty Grrlz Handspun Yarns,7
Kitty International Yarns,1
Kitty Knits,2
Kitty Mine Crafts,2
Kitty Pride Fibers,10
KittyBeaKnitting,10
Kiwi Imports,1
KiwiPop Yarn,4
KiwiYarn-a,16
Klarabela,1
Klaus Koch Köln,6
Klazien's Kreatie,3
Kleine Handspinnerei,1
Kleur en Draad,5
Klinta Wolle,7
Klippan Saule,2
Klippan-Bergå,1
Klippans Yllefabrik,1
Klubíčka snů,2
Klutz,2
Kmart,1
Knarwhal Knits,3
Knerd String,10
Knit & Needlepoint,1
Knit 1 Chicago,3
Knit 4 U,1
Knit Clinic Yarns,3
Knit Collage,17
Knit Cozy,7
Knit Craft by Hobbycraft,25
Knit Fast Dye Warm Yarn,2
Knit Free or Dye,4
Knit Free or Dye Shop,1
Knit Front and Back,3
Knit Girl Yarn,4
Knit Global,1
Knit Go Craft,9
Knit In Paris,1
Knit King,1
Knit Kit Jewelry,2
Knit Knerd's Hand Dyed Yarn,2
Knit Me,2
Knit Me Sane,4
Knit Me Up,1
Knit Norway,1
Knit Now,1
"Knit One, Crochet Too",25
Knit Picks,136
Knit Purl,3
Knit Spin Farm,4
Knit Stars Loops Luxe,2
Knit Stitch Yarn,6
Knit Style Yarns,11
Knit Witch,15
Knit and Fiber Creation,11
Knit and Love,1
Knit and Pearl Yarns,1
Knit at Home,8
Knit by trine P,1
Knit for Brains,1
Knit it!,2
Knit or Dye Aus,2
Knit the Bed,3
Knit the Holidays,2
Knit.Me,1
KnitByBart,1
KnitCave,3
KnitCircus,13
KnitCore,1
KnitGo,4
KnitKnot Studios,3
KnitKnots,4
KnitMomWi Handspun,2
KnitMona,8
KnitPal,3
KnitSpin,2
KnitStitch,1
KnitTheHolidays,1
KnitWise Fibers,9
KnitWit's Maine Yarn,2
Knitabulous Yarn,7
Knitalpaca,1
Knitarin Handgefärbte Unikate,8
Knitca,11
Knitco UK Ltd.,3
Knitcola,3
Knitcraft & Knittery,6
Knitcraft (Traumverlauf),2
Knitfield,2
Knitfish,4
Knitglobal,8
Knitgrrl Studio,1
Knithouse,2
Knitive,1
Knitivity,9
Knitley Road,7
Knitlife,1
Knitman's Kitchen,1
Knitologie,22
Knitolution,1
Knitorama,3
Knitrino Shepherding,1
Knitritious Yarns,13
Knits and Pretties,1
Knits in Class Fiber Studio,11
Knits4Comfort,4
Knitsch Yarns,10
Knitsomniac Designs,1
Knitspaz,1
Knitspirations,2
Knitspirations at Ozebaby,3
Knitted Wit,14
Knitted to a T,7
Knitten Word,2
Knitter's Kitchen,13
Knitterly Things,11
Knitters Brewing Company,4
Knitters Nightmare Yarn & Fiber,11
Knittersbox,3
Knitterscarlet's Hand-Dyed Yarn,4
Knittin' Pretty,2
KnittinBro Yarns,7
KnittinK,10
Knitting 4 Children,3
Knitting Craft,3
Knitting Essentials,9
Knitting Fever,43
Knitting Garage,1
Knitting Iceland,1
Knitting Lizard Fibers,3
Knitting My Way Home,2
Knitting Niqabi,4
Knitting Nomad,1
Knitting Notions,7
Knitting Nysssa Hand Dyed,4
Knitting Spiro,17
Knitting Squid Yarns,1
Knitting Up A Storm,1
Knitting Wolf Luxury Yarns,7
Knitting Yarns,1
Knitting by Zen,3
Knitting for Olive,7
Knitting in France,14
Knitting on the Fringe,1
Knitting the Stash,1
Knitting with Ardor,1
Knittingshining,2
Knitty Boh Fiber Co,1
Knitty Gritty Fibers,3
Knitty Gritty Thoughts Designs,1
Knitty Gritty Yarn Store,2
Knitty Kitty Bags,1
Knitty McPurly,1
KnittyAttitude,1
KnittyandColor,6
Knittydragon Yarns,1
Knitwedo,3
Knitwerx,2
Knitwhits Freia Handpaints,21
Knitwich,3
Knitwise Pricewise,6
Knitwit Originals,1
Knitwitches,20
Knitwitz,1
Knitworld,2
Knockando Woolmill,5
Knoll Yarns,15
Knomad Yarn,15
Knot Another Knitting Yarn,4
Knot House Yarns,8
Knot Just Yarn,1
Knot Your Nanna's Knits,1
Knots and Rows,2
KnotteeHookerYarns,1
Knotty Acorn,1
Knotty Buffalo,2
Knotty By Nature,2
Knotty Ewe,1
Knotty Habit,12
Knotty Handspuns,4
Knotty Pine Fiber Co.,12
Knotzilla,1
KnoxFarmFiber,1
Knudegarn,2
Knuette Deern,1
Koala,1
Koda,4
Koenig Farm Spinnery,5
Kofur Handelsgesellschaft,3
Koi Fish Fibers,2
Koigu,18
Kokomo Yarns,3
Kokon Yarn,13
Kokonki,13
Kolibri-creativ,6
Kollabora,2
Kollektion der Vielfalt,7
Kolorkraft,1
Kolorowe Włóczki,1
Komeri,1
Kona Bay Knitting,6
KoolerKolors,2
Koperdraadje,3
Korbond,1
Korea Textile Co.,1
Koru Designs Yarns,7
Koskö Mill,1
Kosy Kitchen Fibres,1
KotToOn,1
Kotikulta,5
Koukuttamo,6
Kouleur Kaméléon,1
Kraehennest-Wolle,7
Kraemer Yarns,49
Kraft Hand-Dyed,5
KraftyKoala,20
Kraken Yarns,12
Krauty spins,1
Krea Deluxe,6
Kreativmitwolle,4
Kreativsucht,3
Kreinik,9
Kremke Soul Wool,28
Kristen in Stitches,5
Krityum Hand Dyed Yarn,10
Kroma,1
Kroton,1
Kruidvat,5
Krystal Acres Alpaca,1
Kultakutri,1
Kumbeshwar Technical School,3
Kunschtwerk,5
Kurabo,2
Kursk Yarn Company,1
Kurt Hesse,3
Kurtenbach,28
Kuschel-Wolle,3
Kusi Kusi,2
Kusumike,18
Kutnor,22
Kvickly,1
Kvitlammet,2
Kvitlammets,1
Kwantum,1
Kyla's Lab: Textile Arts & Accessories,6
Käsitöölõng,2
Kässäkerho Pom Pom,9
L&K,1
L'Angélaine,4
L'Atelier Fibre Laine,1
L'Atelier Teinture,8
L'Atelier aux Pies,1
L'Atelier de la création,2
L'Atelier des Tricopathes,3
L'stell,1
L'Écheveau Solidaire,7
L'échappée Laine,2
L.A.M.,1
L.C. Filati,1
L.U.P. Angora,2
LA-LA-MA,3
LAMANA,18
LB Art Yarn,8
LC Alpaca Yarn,2
LHogan,4
LINNET,1
LL Yarn Co.,4
LN Beanies,1
LORD,1
LOVESPUNning,10
LOVEYARN 回归线,2
LTK Collection,1
LYDIA,12
La Alpaca,1
La Barcelana,1
La Bergerie Nationale,1
La Bergerie du Pays,1
La Bien Aimée,24
La Bobineuse,9
La Bottega del Filato,1
La Boule de Neige,2
La Brebis,4
La Dolce Vita Alpaca Farm,1
La Droguerie,34
La Fabrique Poveda,1
La Ferme du Val Dampierre,1
La Filanderie,1
La Frileuse,1
La Fée Ballot,6
La Laine du Quartier,3
La Maison Tricotée,9
La Maison des Fibres,2
La Maison à Loisir,1
La Mer,3
La Mia,21
La Passion,2
La Pelote Parisienne,3
La Pelote Vagabonde,17
La Petite Indienne,1
La Petite Knitterie,1
La Petite Krott,3
La Petite Lainiere,1
La Piantalana,1
La Piccolina Farm,1
La Primera,1
La Toison douce,1
La Via Dell'Angora,1
La fille au renard,3
LaFéeFil,20
LaLa's Knits,1
Laal Bear,21
Labadie Looms,1
Labour Line,3
Lachshire Farms,1
Lacis,3
Ladodeya Yarn,1
Lady Dee's,12
Lady Dye Yarns,13
Lady Godiva,1
Lady Purl Designs,5
Lady Squirrelington Yarns,3
Lady of color,1
LadyFernaco Creations,6
LadySnake das Besondere,1
Ladybug Fiber Company,17
Ladybug Loops,11
Ladybug Yarns,3
Lai-la-lai Yarnz,19
Laidlaw & Fairgrieve,1
Lain'amourée,17
Laine,1
Laine & Chaudron,2
Laine & Lotus Fiber Co.,2
Laine Angora,8
Laine Chat Maille,1
Laine Select,5
Laine de Mout,3
Laine des Iles,1
Laine des coccinelles,1
Laine et Tricot,1
Laines Delphines,4
Laines Kamouraska Yarns,1
Laines Paysannes,12
Laines Péché Mignon,15
Laines de Joa,7
Laines des Trois Frontieres,2
Laines du Ménez Hom,1
Laines du Nord,89
Laines du Pingouin,19
Laines et Luxe,4
Laines à l'Ouest,5
Lake Knit Yarns,10
LakeHouse Loft,2
Lakes Yarn and Fiber,21
Lakshmi's Dreams,30
Lalanalú,1
Lalena,13
Lama,3
Lama Lima,1
Lama de Laine,4
Lamb + Vine,1
Lamb Good Fibers,10
Lambspun Of Colorado,5
Lambstrings Yarn,8
Lambwoman Knits,1
Lamby Toes,7
Lamby Yarn,2
Lamington Lass,35
Lammastila Koponen,1
Lammermuir Wool,5
Lammy Yarns,68
Lampyridae,2
Lamzie Divy Woolens,1
Lana,2
Lana Alpaquita,1
Lana Alzetta,2
Lana Corsa,1
Lana D'Abruzzo,6
Lana Gatto,137
Lana Grossa,175
Lana Indalo,2
Lana Kam,2
Lana Liza,5
Lana Mama,1
Lana Naturalmente,1
Lana Passion,1
Lana Plantae,3
Lana Rara,1
Lana Stella,1
Lana Vida,2
Lana Wool,1
Lana al Pascolo,3
Lana y Telar,3
Lanabel,14
Lanafil do Brasil,13
Lanafina,6
Lanamania,6
Lanar Emporio,23
Lanarte,4
Lanartus,35
Lanas & Tramas,3
Lanas Flores,1
Lanas Gayfil,1
Lanas Naturales,9
Lanas Open,1
Lanas Puras Yarns,4
Lanas Rubí,7
Lanas Sevimex,10
Lanas Stop,88
Lanas Tricopunt,1
Lanas Urbano,3
Lanasalpaca,16
Lanascolours,10
Lancashire Farm Wool,1
Lancaster County Yarns & Wools,3
"Land of 10,000 Yarns",1
LandLust,2
LandSkein Fibers,2
Landi Schweiz,1
Lane Borgosesia,12
Lane Cervinia,33
Lane Figli di Ugo Pucci,1
Lane Grawitz,2
Lane Monterosa,5
Lanecardate,20
Lanera Chilena,18
Laneras,17
Lanerossi,7
Laneum,3
Lang Yarns,279
Langanlumous,2
Lange's Rock Farm,1
Langendorf & Keller,1
Lani's Lana ~ Fine Rambouillet Wool,8
Laniato,2
Lanidor,1
Lanificio Dell'Olivo,7
Lanificio Luna Emilio,1
Lanitium ex Machina,30
Lanivendole,9
Lankafarmin HANDDYED YARNS,9
Lankakauppa Kerä,3
Lankakauppa Kuje,3
Lankaliitto,2
Lankataika,1
Lankava Oy,28
Lanoso,40
Lantern Light Yarn & Fiber,2
Lantern Moon,1
Lappajärven Värjäämö,5
Lara Downs,8
Lara Lamb,3
Lara's Creations,5
Lara's Trends,2
Larkshead,3
Larkspur Funny Farm,1
Larpeiradas Yarn,1
Larsmon Villanjalostamo,1
Las Flores del Altiplano,1
Las Hidalgas,2
Lattes & Llamas,12
Laufmasche,1
Laughing Cat Fibers,8
Laughing Goat Fiber Farm,1
Laughing Hens,1
Laughing Lamb Woolery,1
Laughing Lemur,9
Laughing Rat Studio,7
Laughing Sea Yarns,1
Laughing Sheep Yarns,2
Laughing Tree Farm,1
Laughing Yaffle,8
Laura Biagiotti,2
Laura's Loom,4
Laurel Mountain Dyeworks,4
Lauren Aston Designs,2
Lauriston Farm,1
Lavender Fleece,1
Lavender Hills Farm,1
Lavender Lune Yarn Co.,28
LavenderSheep,15
Laxtons,11
Laxul,3
Lay Family Yarn,8
Layingcable Yarns,1
Lazar Beam Yarns,2
Lazer Sheep Yarns,7
Lazy Bee Yarn,5
Lazy Cat Yarn,10
Lazy Livin Fiber,1
Lazy O' Ranch,2
Lazy Perry Ranch,13
Lazy Pi Yarn,1
Lazy Sunday Yarns,1
Lazykate,2
Le Bruit des Aiguilles,8
Le Cerf,6
Le Chat qui Tricote,10
Le Chaudron des laines,1
Le Jardin des Fibres,3
Le Lapin Blanc,1
Le Nid de Lili,6
Le Pastel Club,1
Le Petit Grain Saint Valery sur Somme,1
Le Style Knitting,9
Le Terrier du Lapin Blanc,1
Le Tinte del Bosco,2
Le Vieux Rouet,5
Le Woolle,1
Le Zèbre Tricote,1
Le lane di Biella,1
Le mohair des fermes de France,4
Le tricot de Mamie/ Momy's knitting,1
LeFrances Handmade,4
LeRoo Crochet,4
Lea Flora,6
Leading Men Fiber Arts,23
Leadville Ladies,1
Leap of Faith Yarns,4
Left Coast DyeWorks,5
Left Coast Yarns,4
Left Hand Lass,2
Legacy Fiber Artz,7
Legacy Lane Fiber Mill,4
Legacy Studio,1
Legion,1
Lehigh,1
Leicester Longwool Co.,1
Leine Merino,4
Leisure Time Yarn,4
Leither,3
Lellabella,1
Lemon Jelly Pool,15
Lena Brown Designs,1
Lena Wolle,1
Lennun Paja,1
Lentävä lapanen,1
Leo and Roxy Yarn Co.,16
Leo's Lovely Treasures,8
Leon Alexander Yarns,6
Les Aiguilles du Hérisson,5
Les Alpagas de Willow Lane,1
Les Arts Textiles du Témiscouata,8
Les Belles Bouclettes,7
Les Bons Agneaux,1
Les Fibres Fantastiques,5
Les Garçons Hand-Dyed,9
Les Laines Coco Yarns,8
Les Laines Douceur,4
Les Laines Mailles à Part,5
Les Pelotes de Lune,6
Les Petits Points Parisiens,18
Les Soies de Marie,2
Les Toisons Bretonnes,11
Les TricotLores,1
Les brebis du Beaurivage,6
Les créations de lolo,1
Les fils haut de gamme de Gauthier Thibaut,1
Les laines de Bibounette,5
Les laines de woolyma,1
Les laines du forez,1
Less Traveled Yarn,18
Let Them Knit,14
Let's Get Crafting Knitting & Crochet,2
Let's Knit Magazine,11
Lettuce Knit,1
Leviathan Fibres,6
Li'l Red KettleHead,10
Lia Fibers,1
Lia Knits,1
Lialanas,1
Liandohilos,2
Libbsticka,2
Libby Summers,2
Libertina Yarns,1
Liberty Fibers,1
Liberty Ridge Farm,1
Lichen and Lace,9
Lichtfaden,20
Lickety Stitch,2
Lidl,1
Lieblingsschaf,1
Lieblingsstück,8
Liebste Wolle,1
Liedel Fiber,2
Lienes,1
Liesearlett,1
Life With String,1
Life in Lilt Creations,1
Life in the Long Grass,20
Life's an Expedition,3
Lifelong Yarns,1
Light Brown Hare,5
Lighthouse,19
Lighthouse Yarns,4
Likas-Gewerke,6
Lil Weasel,15
Lilac Ridge Farm,1
Lili Yarns,3
Liliana Mohair,1
Lille Rille Design,11
Lilliput Yarn,4
Lilly Landfein,1
Lilly's Rainbow Yarns,2
Liloppi,2
Lilou,22
Lilu's Märchengarne,1
Lily,6
Lily & Co. Yarns,1
Lily & Pine Fibre Arts,7
Lily Chin,12
Lily Hand Dyed,1
Lily Kate Makes,1
Lily Neige,23
Lily Rose,1
LilyPuss Craft Designs,1
LilyRose Woolens,1
Lilypond Yarns,2
Limageda,2
Limbažu Tīne,4
Limmo-Design,19
Limol,8
Linate,25
Lincatex,1
Lincraft,27
Lincraft European Collection,18
Linda's TreeHouse,2
LindaLu Fiber Studio,2
LindayKnits,1
Linde Garn,3
Linden Yarn,1
Lindenwool,1
Lindewol,5
Linea Ca,1
Linea Itália,5
Lineapiu Group,82
Linen Assorti,1
LinenSpirit,4
Linsieme,11
Linton Yarns Ltd,1
Lion Brand,104
Lioness Arts,21
Lis Yarn,5
Lisa Dachinger Wools,1
Lisa Gentry Yarn Creations,2
Lisa Linkvarn,2
Lisa Souza,28
Lisa's Attik Hand Dyed,1
Lise Tailor,2
Liska,1
Lismi Knits,15
Lismore Sheep Farm,3
Lister Lee,1
LitYarn,4
Literally Yarn,10
Literary Yarns,2
Litet Nystan,6
Little Barn,3
Little Bat Yarns,1
Little Bean Loves Yarn,1
Little Bishes Stitches Hand Dyed Yarn,1
Little Blue Sails,1
Little Bo-Peep Knits,1
Little Boo Yarns,4
Little Dandelion Designs,1
Little Dipper Yarns,3
Little Dixie Fiber Co.,1
Little Dog Designs,2
Little Dreams Boutique,1
Little Fantail Yarns,1
Little Fox Yarn,12
Little French Meadow,2
Little Frog Pond,1
Little Gidding Farm,7
Little Green Finch,7
Little Grey Cat Designs,1
Little Heart Yarns,3
Little Houndales Knits,3
Little Knits,21
Little Likac Yarn,1
Little Lionhead Knits,6
Little Monkey's Stitch n Spin,14
Little Mouse House,4
Little Oke Dolls,1
Little Orkney Dye Shed,2
Little Owl Crafts,1
Little People,1
Little Piggy Yarns,1
Little Plum Yarn,4
Little Purler,2
Little Red's Yarn,3
Little Sheep Yarns,7
Little Skein in the Big Wool,6
Little Stone Cottage Yarns,7
Little Tailoress Yarn,3
Little Trunks Knits,4
Little UK Limited,1
Little Wing Fibers,1
Little Wolf Yarns,4
Little Wonders,1
Little Wool Company,18
Little Woollie Makes,2
Little Yellow Cat,4
Little Yellow Uke Crafts,5
LittleBayBlue,2
LittleFavorites by Rea,4
LittleFreak Yarns,5
Littlebean Loves Yarn,10
Litwool,1
Liv to Dye,6
LiveOrDye Yarn,14
Liverpool Yarns,1
Livi's Minis,1
Livin Vivid Yarn,4
Living Dreams Yarn & Fiber,11
Living Skies Fibre Studio,2
Lizard Toes,6
Lizard's Landing,1
Lizzie's,2
Lizzie's Wonderland,4
Lizzie-Anne Yarns,12
Lizzy's Handmade,2
Llady Llama Fiber Co.,14
Llamajama,1
Lobster Pot Yarns,8
Local Color Fiber Studio,11
Locas por la lana,1
Loch Briar Knits,4
Loch Ness Knitting,12
Lockwood Fibres,5
Locoporella,15
Loden Landl,1
Lofoten Wool,8
Loft Twenty Two,3
Lofty Fibres,5
Lofty Loops Yarns,8
LoftyFiber,1
Log Cabin Fiber Co,2
Log House Cottage,13
Lokateks,3
Lola's Choice,1
Lola-Doodle's,8
LolaBean Yarn Co.,29
Lolilafée,3
Lollipop,1
Lollipop Acres Fiber,1
Lollipop Cabin,9
Lollipop Fiber,1
Lollipop Guild Yarns,6
Lollipop Yarn,9
Lollo Crea,7
Lollytree Yarn,11
London House Yarns,8
London Yarns,1
London-Wul,9
Lone Star Arts,7
Lone Wolf Fibers,1
Lonely Oak Alpaca,2
Lonely Pluto Yarns,1
Lonesome Stone,15
Long Cove Farm,2
Long Distance Yarns,3
Long Dog Yarn,14
Long Hollow Alpacas,1
Long Island Yarn & Farm,16
Long Lost Threads,4
Long Ridge Farm,6
Long Way Homestead,8
Longdendale Yarns,2
